sector_id,zona_altitud,centro_lat,centro_lon,altitud_promedio,altitud_minima,altitud_maxima,ubicacion_id
-173981_-632111,BAJA,-17.398115,-63.211135,266.7,266.7,266.7,1
-174080_-632039,BAJA,-17.408012,-63.203973,338.7,338.7,338.7,2
-174169_-631962,BAJA,-17.416943,-63.196297,338.7,338.7,338.7,3
-174280_-631933,BAJA,-17.42807,-63.193348,338.7,338.7,338.7,4
-174371_-631883,BAJA,-17.43715,-63.188305,338.7,338.7,338.7,5
-174422_-631918,BAJA,-17.44229,-63.191822,346.0,346.0,346.0,6
-174511_-631860,BAJA,-17.451113,-63.186095,346.0,346.0,346.0,7
-174635_-631875,BAJA,-17.463587,-63.18758,346.0,346.0,346.0,8
-174713_-631862,BAJA,-17.471335,-63.18625,346.0,346.0,346.0,9
-174835_-631803,BAJA,-17.483585,-63.180312,346.0,346.0,346.0,10
-174927_-631759,BAJA,-17.492798,-63.17599,346.0,346.0,346.0,11
-175031_-631709,BAJA,-17.503164,-63.170954,356.1,356.1,356.1,12
-175083_-631689,BAJA,-17.50835,-63.168968,358.5,358.5,358.5,13
-175099_-631678,BAJA,-17.509994,-63.167848,361.0,361.0,361.0,14
-175122_-631666,BAJA,-17.512223,-63.166684,362.3,362.3,362.3,15
-175150_-631657,BAJA,-17.515032,-63.165776,362.6,362.6,362.6,16
-175167_-631650,BAJA,-17.516768,-63.165035,363.1,363.1,363.1,17
-175276_-631613,BAJA,-17.52766,-63.161387,363.1,363.1,363.1,18
-175305_-631628,BAJA,-17.530591,-63.162866,370.5,370.5,370.5,19
-175341_-631603,BAJA,-17.534177,-63.160395,368.5,368.5,368.5,20
-175461_-631837,BAJA,-17.546131,-63.183733,206.0,206.0,206.0,21
-175466_-631636,BAJA,-17.546625,-63.16362,368.5,368.5,368.5,22
-175492_-631596,BAJA,-17.549245,-63.159653,368.5,368.5,368.5,23
-175659_-631602,BAJA,-17.565988,-63.160292,368.5,368.5,368.5,24
-175660_-631614,BAJA,-17.56606,-63.161455,368.5,368.5,368.5,25
-175824_-631570,BAJA,-17.582425,-63.15707,368.5,368.5,368.5,26
-175959_-631577,BAJA,-17.59599,-63.157741,220.3,220.3,220.3,27
-176033_-631354,BAJA,-17.603377,-63.135435,385.5,385.5,385.5,28
-176034_-631357,BAJA,-17.603452,-63.135704,385.6,385.6,385.6,29
-176035_-631355,BAJA,-17.603556,-63.13556,385.6,385.6,385.6,30
-176035_-631356,BAJA,-17.603588,-63.135652,385.55,385.5,385.6,31
-176035_-631357,BAJA,-17.603513,-63.135711,385.6,385.6,385.6,32
-176035_-631361,BAJA,-17.603571,-63.136181,385.9,385.8,386.0,33
-176035_-631362,BAJA,-17.603557,-63.136218,385.9,385.8,386.0,34
-176036_-631355,BAJA,-17.603664,-63.135577,385.5,385.5,385.5,35
-176036_-631356,BAJA,-17.603664,-63.135658,385.58,385.5,385.6,36
-176036_-631357,BAJA,-17.603687,-63.13576,385.4,385.1,385.6,37
-176036_-631358,BAJA,-17.603616,-63.135835,385.6,385.6,385.6,38
-176036_-631360,BAJA,-17.60364,-63.136084,385.8,385.8,385.8,39
-176037_-631355,BAJA,-17.603711,-63.135572,385.53,385.5,385.6,40
-176037_-631356,BAJA,-17.603776,-63.135679,385.54,385.5,385.7,41
-176037_-631357,BAJA,-17.603764,-63.13571,385.57,385.5,385.7,42
-176037_-631358,BAJA,-17.603722,-63.135827,385.55,385.5,385.6,43
-176037_-631359,BAJA,-17.60374,-63.135914,385.7,385.7,385.7,44
-176037_-631365,BAJA,-17.603784,-63.136525,386.5,386.5,386.5,45
-176037_-631366,BAJA,-17.603735,-63.136678,386.1,386.1,386.1,46
-176038_-631354,BAJA,-17.603852,-63.135425,385.5,385.5,385.5,47
-176038_-631356,BAJA,-17.603821,-63.135661,385.6,385.5,385.9,48
-176039_-631355,BAJA,-17.60392,-63.135579,385.75,385.6,385.9,49
-176039_-631356,BAJA,-17.603911,-63.135607,385.9,385.9,385.9,50
-176039_-631590,BAJA,-17.603949,-63.15907,391.1,391.0,391.2,51
-176040_-631345,BAJA,-17.604089,-63.134563,384.4,384.4,384.4,52
-176040_-631355,BAJA,-17.604013,-63.135558,385.6,385.6,385.6,53
-176040_-631357,BAJA,-17.604047,-63.13573,385.5,385.5,385.5,54
-176040_-631369,BAJA,-17.604031,-63.136957,386.0,386.0,386.0,55
-176040_-631378,BAJA,-17.604023,-63.137855,386.5,386.5,386.5,56
-176040_-631380,BAJA,-17.604045,-63.138077,386.6,386.6,386.6,57
-176043_-631396,BAJA,-17.604304,-63.139636,386.4,386.4,386.4,58
-176043_-631413,BAJA,-17.604309,-63.141303,395.1,395.1,395.1,59
-176044_-631354,BAJA,-17.604405,-63.135468,386.1,386.1,386.1,60
-176045_-631407,BAJA,-17.604541,-63.140715,386.5,386.5,386.5,61
-176047_-631353,BAJA,-17.60472,-63.135311,385.5,385.5,385.5,62
-176047_-631423,BAJA,-17.604731,-63.142353,386.4,386.4,386.4,63
-176048_-631428,BAJA,-17.604855,-63.142849,388.1,388.1,388.1,64
-176048_-631481,BAJA,-17.604878,-63.148118,387.6,387.6,387.6,65
-176049_-631485,BAJA,-17.604998,-63.14859,387.4,387.4,387.4,66
-176050_-631445,BAJA,-17.605078,-63.144554,387.8,387.8,387.8,67
-176050_-631450,BAJA,-17.605093,-63.14508,386.5,386.5,386.5,68
-176050_-631483,BAJA,-17.605009,-63.148352,387.9,387.9,387.9,69
-176050_-631484,BAJA,-17.605058,-63.148483,388.9,388.8,389.0,70
-176050_-631485,BAJA,-17.605032,-63.14855,387.57,387.4,387.9,71
-176053_-631457,BAJA,-17.605334,-63.145769,388.8,388.8,388.8,72
-176055_-631473,BAJA,-17.605571,-63.14735,387.6,387.6,387.6,73
-176056_-631472,BAJA,-17.605621,-63.147216,388.5,388.5,388.5,74
-176057_-631492,BAJA,-17.605783,-63.149208,401.6,401.6,401.6,75
-176057_-631502,BAJA,-17.605771,-63.150256,388.4,388.4,388.4,76
-176059_-631491,BAJA,-17.605936,-63.149154,390.6,390.6,390.6,77
-176059_-631590,BAJA,-17.605991,-63.159008,391.5,391.5,391.5,78
-176061_-631590,BAJA,-17.606188,-63.159065,391.5,391.5,391.5,79
-176062_-631511,BAJA,-17.606243,-63.151101,389.9,389.9,389.9,80
-176064_-631523,BAJA,-17.606481,-63.152375,393.1,393.1,393.1,81
-176065_-631528,BAJA,-17.606582,-63.152804,391.2,391.2,391.2,82
-176066_-631540,BAJA,-17.606643,-63.15401,392.7,392.7,392.7,83
-176068_-631548,BAJA,-17.606817,-63.154828,391.2,391.2,391.2,84
-176069_-631546,BAJA,-17.606969,-63.154623,392.4,392.4,392.4,85
-176071_-631567,BAJA,-17.607187,-63.156741,392.4,392.4,392.4,86
-176072_-631592,BAJA,-17.607295,-63.15923,391.9,391.9,391.9,87
-176073_-631579,BAJA,-17.607366,-63.157978,393.1,393.1,393.1,88
-176074_-631591,BAJA,-17.607451,-63.159114,392.1,392.1,392.1,89
-176074_-631592,BAJA,-17.607404,-63.159261,391.8,391.8,391.8,90
-176075_-631577,BAJA,-17.607507,-63.157788,391.8,391.8,391.8,91
-176076_-631595,BAJA,-17.607672,-63.159586,391.2,391.2,391.2,92
-176116_-631596,BAJA,-17.611618,-63.159673,392.1,392.1,392.1,93
-176120_-631595,BAJA,-17.612097,-63.159531,393.2,393.2,393.2,94
-176124_-631596,BAJA,-17.612432,-63.159689,391.9,391.9,391.9,95
-176125_-631600,BAJA,-17.612563,-63.160071,392.7,392.7,392.7,96
-176127_-631589,BAJA,-17.612733,-63.158994,396.5,396.5,396.5,97
-176130_-631595,BAJA,-17.61301,-63.159526,393.5,393.5,393.5,98
-176134_-631599,BAJA,-17.613455,-63.159951,392.6,392.6,392.6,99
-176135_-631594,BAJA,-17.613539,-63.159427,392.6,392.6,392.6,100
-176146_-631594,BAJA,-17.614644,-63.159442,392.7,392.7,392.7,101
-176166_-631592,BAJA,-17.616669,-63.15929,392.5,392.5,392.5,102
-176172_-631591,BAJA,-17.617203,-63.159183,396.2,396.2,396.2,103
-176185_-631591,BAJA,-17.618583,-63.159199,392.7,392.7,392.7,104
-176191_-631589,BAJA,-17.61913,-63.158917,396.5,396.5,396.5,105
-176199_-631593,BAJA,-17.619933,-63.159366,396.2,396.2,396.2,106
-176219_-631589,BAJA,-17.621958,-63.158929,392.5,392.5,392.5,107
-176232_-631586,BAJA,-17.623288,-63.158654,400.8,400.8,400.8,108
-176242_-631587,BAJA,-17.624283,-63.158775,392.7,392.7,392.7,109
-176265_-631585,BAJA,-17.626584,-63.158592,396.2,396.2,396.2,110
-176293_-631583,BAJA,-17.629318,-63.15834,400.8,400.8,400.8,111
-176294_-631583,BAJA,-17.62941,-63.158305,396.5,396.5,396.5,112
-176306_-631587,BAJA,-17.630667,-63.15875,402.9,402.9,402.9,113
-176311_-631583,BAJA,-17.631159,-63.158367,396.2,396.2,396.2,114
-176346_-631581,BAJA,-17.634658,-63.158135,402.8,402.8,402.8,115
-176357_-631580,BAJA,-17.635705,-63.158025,399.7,399.7,399.7,116
-176361_-631581,BAJA,-17.636138,-63.158135,396.5,396.5,396.5,117
-176362_-631580,BAJA,-17.636231,-63.158035,400.8,400.8,400.8,118
-176382_-631581,BAJA,-17.638258,-63.158182,404.8,404.8,404.8,119
-176403_-631597,BAJA,-17.640347,-63.159752,396.5,396.5,396.5,120
-176407_-631576,BAJA,-17.640799,-63.157666,404.1,404.1,404.1,121
-176408_-631575,BAJA,-17.640842,-63.15753,399.7,399.7,399.7,122
-176428_-631575,BAJA,-17.642894,-63.157583,404.8,404.8,404.8,123
-176462_-631576,BAJA,-17.646259,-63.157606,405.2,405.2,405.2,124
-176463_-631573,BAJA,-17.646356,-63.15731,399.7,399.7,399.7,125
-176481_-631578,BAJA,-17.648128,-63.157839,404.8,404.8,404.8,126
-176512_-631577,BAJA,-17.651221,-63.157773,399.7,399.7,399.7,127
-176523_-631578,BAJA,-17.652377,-63.15781,405.2,405.2,405.2,128
-176540_-631584,BAJA,-17.654086,-63.15841,400.9,400.9,400.9,129
-176549_-631577,BAJA,-17.654971,-63.157765,404.8,404.8,404.8,130
-176558_-631579,BAJA,-17.655898,-63.157974,400.8,400.8,400.8,131
-176575_-631580,BAJA,-17.657523,-63.158042,405.2,405.2,405.2,132
-176579_-631578,BAJA,-17.657915,-63.157844,400.8,400.8,400.8,133
-176581_-631582,BAJA,-17.658141,-63.158227,400.8,400.8,400.8,134
-176592_-631580,BAJA,-17.659219,-63.158074,400.9,400.9,400.9,135
-176597_-631583,BAJA,-17.659738,-63.158303,400.9,400.9,400.9,136
-176606_-631580,BAJA,-17.660668,-63.158082,400.8,400.8,400.8,137
-176606_-631582,BAJA,-17.660686,-63.158209,405.3,405.3,405.3,138
-176632_-631583,BAJA,-17.663209,-63.158383,400.9,400.9,400.9,139
-176652_-631572,BAJA,-17.66527,-63.157243,400.9,400.9,400.9,140
-176660_-631582,BAJA,-17.666094,-63.15823,409.0,409.0,409.0,141
-176661_-631583,BAJA,-17.666124,-63.15836,405.3,405.3,405.3,142
-176671_-631584,BAJA,-17.66712,-63.158408,400.9,400.9,400.9,143
-176684_-631583,BAJA,-17.668478,-63.158377,400.9,400.9,400.9,144
-176693_-631584,BAJA,-17.669306,-63.158498,405.3,405.3,405.3,145
-176693_-631585,BAJA,-17.669362,-63.158524,407.0,407.0,407.0,146
-176693_-631587,BAJA,-17.669345,-63.158729,408.0,407.0,409.0,147
-176698_-631584,BAJA,-17.669829,-63.158441,405.9,405.9,405.9,148
-176698_-631585,BAJA,-17.669828,-63.158515,407.0,407.0,407.0,149
-176699_-631589,BAJA,-17.669942,-63.158999,405.9,405.9,405.9,150
-176702_-631585,BAJA,-17.670222,-63.158577,406.2,406.2,406.2,151
-176703_-631580,BAJA,-17.670302,-63.15807,400.9,400.9,400.9,152
-176706_-631586,BAJA,-17.670613,-63.158624,405.9,405.9,405.9,153
-176708_-631591,BAJA,-17.67087,-63.15917,407.3,407.3,407.3,154
-176710_-631585,BAJA,-17.67102,-63.15859,405.9,405.9,405.9,155
-176718_-631585,BAJA,-17.671818,-63.158577,405.9,405.9,405.9,156
-176720_-631585,BAJA,-17.672045,-63.158501,405.9,405.9,405.9,157
-176722_-631585,BAJA,-17.67223,-63.158556,405.9,405.9,405.9,158
-176722_-631586,BAJA,-17.672241,-63.158604,405.9,405.9,405.9,159
-176723_-631585,BAJA,-17.672385,-63.158595,405.9,405.9,405.9,160
-176724_-631585,BAJA,-17.672429,-63.158599,405.9,405.9,405.9,161
-176727_-631584,BAJA,-17.672712,-63.158407,408.2,408.2,408.2,162
-176736_-631587,BAJA,-17.673628,-63.158724,408.2,408.2,408.2,163
-176742_-631586,BAJA,-17.674231,-63.158653,405.9,405.9,405.9,164
-176744_-631587,BAJA,-17.674469,-63.158722,405.9,405.9,405.9,165
-176748_-631587,BAJA,-17.674821,-63.158718,405.9,405.9,405.9,166
-176750_-631586,BAJA,-17.675047,-63.15864,408.2,408.2,408.2,167
-176756_-631591,BAJA,-17.675648,-63.159165,408.2,408.2,408.2,168
-176757_-631591,BAJA,-17.675703,-63.159152,409.2,409.2,409.2,169
-176757_-631592,BAJA,-17.675703,-63.159263,408.2,408.2,408.2,170
-176762_-631562,BAJA,-17.676259,-63.1563,409.0,409.0,409.0,171
-176762_-631585,BAJA,-17.676289,-63.158531,408.7,408.7,408.7,172
-176764_-631593,BAJA,-17.676475,-63.159385,410.6,410.6,410.6,173
-176767_-631590,BAJA,-17.676719,-63.159089,411.9,411.9,411.9,174
-176796_-631530,BAJA,-17.679691,-63.153006,409.6,409.6,409.6,175
-176796_-631589,BAJA,-17.679687,-63.158959,415.3,415.3,415.3,176
-176805_-631590,BAJA,-17.680599,-63.159092,411.3,411.3,411.3,177
-176830_-631503,BAJA,-17.683071,-63.150371,409.6,409.6,409.6,178
-176849_-631597,BAJA,-17.684991,-63.1597,415.3,415.3,415.3,179
-176861_-631471,BAJA,-17.686139,-63.147178,409.6,409.6,409.6,180
-176869_-631591,BAJA,-17.686936,-63.159182,413.4,413.4,413.4,181
-176877_-631452,BAJA,-17.687771,-63.145278,409.4,409.4,409.4,182
-176878_-631452,BAJA,-17.687865,-63.145292,407.0,407.0,407.0,183
-176879_-631395,BAJA,-17.687991,-63.139574,397.0,397.0,397.0,184
-176886_-631438,BAJA,-17.688648,-63.143849,411.4,411.4,411.4,185
-176888_-631457,BAJA,-17.688875,-63.145731,410.9,410.9,410.9,186
-176889_-631442,BAJA,-17.688954,-63.14428,411.1,411.1,411.1,187
-176892_-631469,BAJA,-17.68926,-63.146994,410.6,410.6,410.6,188
-176893_-631591,BAJA,-17.68934,-63.159113,415.0,415.0,415.0,189
-176895_-631376,BAJA,-17.689587,-63.137699,407.1,407.1,407.1,190
-176896_-631599,BAJA,-17.689631,-63.159993,415.3,415.3,415.3,191
-176899_-631486,BAJA,-17.68998,-63.148697,410.4,410.4,410.4,192
-176900_-631491,BAJA,-17.690087,-63.149174,412.4,412.4,412.4,193
-176901_-631418,BAJA,-17.690181,-63.141835,409.5,409.5,409.5,194
-176910_-631514,BAJA,-17.691002,-63.15142,410.9,410.9,410.9,195
-176911_-631518,BAJA,-17.691116,-63.151891,415.1,415.1,415.1,196
-176912_-631362,BAJA,-17.691288,-63.136207,407.6,407.6,407.6,197
-176914_-631331,BAJA,-17.691467,-63.133135,406.5,406.5,406.5,198
-176914_-631332,BAJA,-17.691487,-63.133299,406.5,406.5,406.5,199
-176914_-631417,BAJA,-17.691401,-63.141784,410.5,410.5,410.5,200
-176915_-631331,BAJA,-17.691581,-63.13318,406.5,406.5,406.5,201
-176915_-631332,BAJA,-17.691575,-63.133236,406.5,406.5,406.5,202
-176915_-631334,BAJA,-17.691547,-63.133488,406.5,406.5,406.5,203
-176915_-631593,BAJA,-17.691576,-63.159396,416.2,416.2,416.2,204
-176916_-631330,BAJA,-17.691676,-63.133077,406.43,406.3,406.5,205
-176916_-631331,BAJA,-17.691669,-63.133178,405.9,387.0,412.0,206
-176916_-631332,BAJA,-17.691667,-63.13322,405.34,391.0,411.0,207
-176916_-631333,BAJA,-17.691669,-63.133355,406.5,406.5,406.5,208
-176917_-631331,BAJA,-17.691715,-63.133179,405.71,396.0,406.5,209
-176917_-631332,BAJA,-17.691719,-63.133217,405.68,392.0,406.5,210
-176917_-631333,BAJA,-17.691725,-63.133308,406.5,406.5,406.5,211
-176917_-631435,BAJA,-17.691791,-63.143558,406.0,406.0,406.0,212
-176918_-631331,BAJA,-17.691805,-63.133164,0.0,0.0,0.0,213
-176918_-631334,BAJA,-17.691827,-63.13345,407.8,406.5,409.1,214
-176918_-631409,BAJA,-17.69187,-63.140922,408.5,408.5,408.5,215
-176919_-631328,BAJA,-17.691901,-63.132812,406.5,406.5,406.5,216
-176919_-631337,BAJA,-17.691971,-63.133731,406.5,406.5,406.5,217
-176919_-631338,BAJA,-17.691908,-63.133829,407.1,407.1,407.1,218
-176920_-631357,BAJA,-17.692084,-63.135736,409.0,409.0,409.0,219
-176920_-631516,BAJA,-17.692068,-63.151698,411.8,411.8,411.8,220
-176921_-631353,BAJA,-17.69213,-63.135321,406.5,406.5,406.5,221
-176921_-631439,BAJA,-17.692175,-63.143942,402.0,402.0,402.0,222
-176921_-631516,BAJA,-17.692119,-63.151658,415.1,415.1,415.1,223
-176922_-631341,BAJA,-17.692265,-63.134135,407.1,407.1,407.1,224
-176922_-631351,BAJA,-17.692282,-63.135132,409.1,409.1,409.1,225
-176922_-631352,BAJA,-17.692279,-63.135256,408.3,408.3,408.3,226
-176923_-631340,BAJA,-17.692335,-63.13408,406.4,406.4,406.4,227
-176923_-631351,BAJA,-17.692324,-63.135135,407.3,407.3,407.3,228
-176925_-631344,BAJA,-17.692589,-63.134453,407.3,407.3,407.3,229
-176926_-631349,BAJA,-17.69262,-63.13491,408.4,408.4,408.4,230
-176927_-631346,BAJA,-17.692778,-63.134634,406.8,406.8,406.8,231
-176928_-631520,BAJA,-17.692824,-63.152089,411.8,411.8,411.8,232
-176928_-631523,BAJA,-17.692859,-63.152341,412.9,412.9,412.9,233
-176934_-631371,BAJA,-17.693411,-63.137184,408.7,408.7,408.7,234
-176935_-631397,BAJA,-17.693506,-63.139707,400.0,400.0,400.0,235
-176936_-631395,BAJA,-17.69364,-63.1396,411.4,411.4,411.4,236
-176939_-631377,BAJA,-17.693946,-63.13771,408.3,408.3,408.3,237
-176942_-631524,BAJA,-17.694297,-63.152429,410.8,410.8,410.8,238
-176943_-631593,BAJA,-17.694398,-63.159312,415.5,415.5,415.5,239
-176944_-631383,BAJA,-17.694492,-63.138313,404.0,404.0,404.0,240
-176947_-631593,BAJA,-17.694795,-63.159339,415.2,415.2,415.2,241
-176948_-631524,BAJA,-17.694835,-63.152435,412.0,412.0,412.0,242
-176951_-631470,BAJA,-17.695187,-63.147085,403.0,403.0,403.0,243
-176952_-631472,BAJA,-17.69524,-63.147218,407.0,407.0,407.0,244
-176954_-631507,BAJA,-17.695483,-63.150751,412.8,412.8,412.8,245
-176954_-631511,BAJA,-17.695446,-63.151147,413.1,413.1,413.1,246
-176954_-631592,BAJA,-17.695411,-63.159296,415.0,415.0,415.0,247
-176955_-631374,BAJA,-17.695541,-63.137465,410.8,410.8,410.8,248
-176956_-631522,BAJA,-17.695632,-63.152256,410.8,410.8,410.8,249
-176956_-631524,BAJA,-17.695656,-63.152417,411.0,411.0,411.0,250
-176956_-631534,BAJA,-17.695668,-63.15346,408.0,408.0,408.0,251
-176958_-631586,BAJA,-17.695897,-63.158648,415.5,413.0,418.0,252
-176959_-631570,BAJA,-17.69594,-63.157044,410.0,410.0,410.0,253
-176960_-631584,BAJA,-17.696024,-63.158425,410.0,410.0,410.0,254
-176960_-631586,BAJA,-17.696029,-63.158682,416.0,415.0,417.0,255
-176960_-631587,BAJA,-17.696072,-63.158731,417.79,408.5,422.0,256
-176961_-631586,BAJA,-17.696159,-63.158668,408.5,408.5,408.5,257
-176961_-631587,BAJA,-17.696142,-63.158748,412.57,402.0,421.0,258
-176961_-631588,BAJA,-17.696185,-63.158824,419.5,414.0,425.0,259
-176962_-631587,BAJA,-17.696203,-63.158739,402.0,402.0,402.0,260
-176965_-631498,BAJA,-17.696502,-63.149822,413.1,413.1,413.1,261
-176969_-631591,BAJA,-17.696998,-63.159183,415.5,415.5,415.5,262
-176969_-631606,BAJA,-17.696939,-63.160619,415.1,415.1,415.1,263
-176976_-631599,BAJA,-17.697636,-63.159924,416.7,416.7,416.7,264
-176978_-631485,BAJA,-17.697882,-63.148573,412.8,412.8,412.8,265
-176978_-631598,BAJA,-17.697873,-63.159815,415.6,415.6,415.6,266
-176979_-631595,BAJA,-17.697901,-63.159555,416.6,416.6,416.6,267
-176983_-631349,BAJA,-17.698302,-63.134922,410.2,410.2,410.2,268
-176986_-631491,BAJA,-17.698695,-63.149152,413.1,413.1,413.1,269
-176989_-631601,BAJA,-17.698957,-63.160127,415.3,415.3,415.3,270
-176991_-631592,BAJA,-17.69919,-63.159279,415.3,415.3,415.3,271
-176992_-631592,BAJA,-17.699233,-63.159275,415.4,415.4,415.4,272
-176994_-631496,BAJA,-17.699424,-63.149691,413.4,413.4,413.4,273
-176998_-631599,BAJA,-17.699807,-63.159908,416.2,416.2,416.2,274
-177001_-631599,BAJA,-17.700107,-63.159951,415.0,415.0,415.0,275
-177007_-631602,BAJA,-17.70071,-63.160226,416.2,416.2,416.2,276
-177010_-631315,BAJA,-17.701046,-63.131553,411.6,411.6,411.6,277
-177018_-631602,BAJA,-17.701891,-63.160275,416.6,416.6,416.6,278
-177020_-631600,BAJA,-17.70207,-63.160077,416.6,416.6,416.6,279
-177021_-631597,BAJA,-17.702148,-63.159738,416.3,416.3,416.3,280
-177023_-631515,BAJA,-17.702318,-63.151526,417.0,417.0,417.0,281
-177024_-631517,BAJA,-17.702498,-63.151722,413.1,413.1,413.1,282
-177025_-631601,BAJA,-17.70253,-63.160136,416.7,416.7,416.7,283
-177027_-631556,BAJA,-17.702764,-63.155651,413.1,413.1,413.1,284
-177031_-631598,BAJA,-17.703166,-63.159866,415.9,415.9,415.9,285
-177032_-631565,BAJA,-17.703216,-63.156581,417.0,417.0,417.0,286
-177033_-631597,BAJA,-17.703398,-63.159782,413.1,413.1,413.1,287
-177035_-631305,BAJA,-17.703588,-63.130584,411.6,411.6,411.6,288
-177037_-631600,BAJA,-17.703764,-63.160086,417.0,417.0,417.0,289
-177038_-631598,BAJA,-17.703878,-63.159818,416.8,416.8,416.8,290
-177039_-631595,BAJA,-17.703977,-63.15955,416.85,416.7,417.0,291
-177040_-631597,BAJA,-17.704019,-63.159782,419.0,419.0,419.0,292
-177050_-631605,BAJA,-17.705004,-63.160552,416.4,416.4,416.4,293
-177055_-631599,BAJA,-17.705505,-63.159957,415.9,415.9,415.9,294
-177061_-631284,BAJA,-17.706146,-63.128465,411.6,411.6,411.6,295
-177061_-631598,BAJA,-17.706197,-63.159887,416.5,416.5,416.5,296
-177061_-631599,BAJA,-17.706197,-63.159907,416.5,416.5,416.5,297
-177063_-631597,BAJA,-17.706341,-63.159768,417.0,417.0,417.0,298
-177067_-631278,BAJA,-17.706781,-63.127852,412.5,412.5,412.5,299
-177074_-631273,BAJA,-17.707411,-63.127382,413.0,413.0,413.0,300
-177090_-631601,BAJA,-17.709097,-63.160119,415.9,415.9,415.9,301
-177090_-631605,BAJA,-17.709009,-63.160528,418.0,418.0,418.0,302
-177095_-631267,BAJA,-17.709557,-63.126734,411.4,411.4,411.4,303
-177097_-631599,BAJA,-17.709751,-63.159915,417.0,417.0,417.0,304
-177102_-631605,BAJA,-17.710276,-63.160584,418.7,418.7,418.7,305
-177105_-631601,BAJA,-17.710575,-63.160182,420.5,420.5,420.5,306
-177111_-631603,BAJA,-17.711155,-63.160364,419.5,419.5,419.5,307
-177128_-631601,BAJA,-17.71284,-63.160199,419.5,419.5,419.5,308
-177128_-631602,BAJA,-17.712854,-63.160217,419.5,419.5,419.5,309
-177129_-631272,BAJA,-17.71292,-63.12721,411.8,411.8,411.8,310
-177129_-631602,BAJA,-17.712944,-63.160244,419.5,419.5,419.5,311
-177129_-631603,BAJA,-17.71291,-63.160337,419.5,419.5,419.5,312
-177129_-631621,BAJA,-17.71296,-63.162176,419.5,419.5,419.5,313
-177130_-631602,BAJA,-17.713007,-63.160259,419.5,419.5,419.5,314
-177131_-631604,BAJA,-17.713158,-63.16045,420.5,420.5,420.5,315
-177138_-631609,BAJA,-17.713863,-63.160941,419.4,419.4,419.4,316
-177154_-631283,BAJA,-17.715477,-63.128369,414.9,414.9,414.9,317
-177156_-631618,BAJA,-17.715601,-63.161887,418.0,418.0,418.0,318
-177157_-631617,BAJA,-17.715726,-63.161722,420.7,420.7,420.7,319
-177157_-631622,BAJA,-17.715702,-63.162273,420.5,420.5,420.5,320
-177159_-631618,BAJA,-17.715936,-63.161846,422.8,422.8,422.8,321
-177167_-631621,BAJA,-17.716783,-63.162141,422.8,422.8,422.8,322
-177169_-631622,BAJA,-17.716952,-63.162202,420.7,420.7,420.7,323
-177171_-631624,BAJA,-17.717103,-63.162488,420.4,420.4,420.4,324
-177174_-631290,BAJA,-17.717433,-63.129074,414.9,414.9,414.9,325
-177182_-631055,BAJA,-17.718212,-63.105509,405.8,405.8,405.8,326
-177182_-631056,BAJA,-17.718289,-63.10569,405.9,405.9,405.9,327
-177183_-631057,BAJA,-17.718376,-63.10577,406.0,406.0,406.0,328
-177185_-631630,BAJA,-17.718555,-63.16303,422.9,422.9,422.9,329
-177186_-631054,BAJA,-17.718634,-63.10547,406.5,406.5,406.5,330
-177186_-631055,BAJA,-17.718672,-63.105511,406.3,406.3,406.3,331
-177186_-631065,BAJA,-17.718636,-63.106592,406.3,406.3,406.3,332
-177186_-631629,BAJA,-17.718661,-63.16293,422.8,422.8,422.8,333
-177187_-631052,BAJA,-17.718736,-63.105222,406.3,406.3,406.3,334
-177187_-631056,BAJA,-17.718796,-63.105645,406.2,406.2,406.2,335
-177187_-631061,BAJA,-17.718772,-63.106141,406.7,406.7,406.7,336
-177187_-631064,BAJA,-17.718772,-63.106451,406.52,406.3,406.6,337
-177187_-631065,BAJA,-17.718742,-63.106592,406.3,406.3,406.6,338
-177187_-631066,BAJA,-17.718742,-63.106603,406.3,406.3,406.6,339
-177187_-631068,BAJA,-17.71877,-63.106827,406.5,406.5,406.5,340
-177188_-631052,BAJA,-17.718802,-63.105299,406.4,406.4,406.4,341
-177188_-631053,BAJA,-17.718867,-63.105342,406.15,405.9,406.4,342
-177188_-631055,BAJA,-17.718849,-63.105504,406.0,406.0,406.0,343
-177188_-631056,BAJA,-17.718835,-63.105654,405.8,405.8,405.8,344
-177188_-631057,BAJA,-17.718808,-63.105712,406.3,406.3,406.3,345
-177188_-631063,BAJA,-17.718825,-63.106394,406.6,406.6,406.6,346
-177188_-631065,BAJA,-17.71886,-63.106566,406.3,406.3,406.3,347
-177188_-631066,BAJA,-17.718851,-63.106606,406.5,406.5,406.5,348
-177188_-631088,BAJA,-17.718836,-63.108822,406.2,406.2,406.2,349
-177189_-631053,BAJA,-17.71895,-63.105349,405.9,405.9,405.9,350
-177189_-631063,BAJA,-17.718958,-63.106394,406.6,406.6,406.6,351
-177190_-631050,BAJA,-17.71908,-63.105031,406.1,406.1,406.1,352
-177190_-631053,BAJA,-17.719037,-63.105393,406.4,406.4,406.4,353
-177190_-631054,BAJA,-17.71906,-63.105433,406.28,405.9,406.4,354
-177190_-631059,BAJA,-17.719076,-63.105986,406.4,406.4,406.4,355
-177190_-631062,BAJA,-17.719086,-63.106281,406.3,406.3,406.3,356
-177191_-631047,BAJA,-17.719175,-63.104769,405.93,405.9,406.0,357
