sector_id,zona_altitud,centro_lat,centro_lon,altitud_promedio,altitud_minima,altitud_maxima,ubicacion_id
-177628_-631608,BAJA,-17.762853,-63.160832,433.1,433.1,433.1,1140
-177628_-631610,BAJA,-17.762831,-63.161044,433.4,433.4,433.4,1141
-177628_-631627,BAJA,-17.76287,-63.162712,434.2,434.2,434.2,1142
-177628_-631634,BAJA,-17.762861,-63.163435,434.2,434.2,434.2,1143
-177628_-631802,BAJA,-17.762878,-63.18022,437.6,437.6,437.6,1144
-177628_-631962,BAJA,-17.762843,-63.196249,434.2,434.2,434.2,1145
-177629_-631414,BAJA,-17.762925,-63.141497,433.4,433.4,433.4,1146
-177629_-631417,BAJA,-17.76295,-63.141764,433.4,433.4,433.4,1147
-177629_-631593,BAJA,-17.762968,-63.159355,433.4,433.4,433.4,1148
-177629_-631604,BAJA,-17.762957,-63.160475,433.4,433.4,433.4,1149
-177629_-631627,BAJA,-17.762932,-63.162736,434.2,434.2,434.2,1150
-177629_-631631,BAJA,-17.762977,-63.163191,434.0,434.0,434.0,1151
-177630_-631593,BAJA,-17.763025,-63.159364,433.3,433.3,433.3,1152
-177630_-631595,BAJA,-17.763003,-63.159551,433.4,433.4,433.4,1153
-177630_-631626,BAJA,-17.763067,-63.162639,434.1,434.1,434.1,1154
-177630_-631629,BAJA,-17.763087,-63.162901,434.1,434.1,434.1,1155
-177630_-631911,BAJA,-17.763061,-63.191124,430.1,430.1,430.1,1156
-177631_-631594,BAJA,-17.763113,-63.15947,433.5,433.5,433.5,1157
-177631_-631595,BAJA,-17.763154,-63.159554,433.5,433.5,433.5,1158
-177631_-631596,BAJA,-17.763126,-63.159636,433.3,433.1,433.6,1159
-177631_-631625,BAJA,-17.763194,-63.162587,433.6,433.6,433.6,1160
-177631_-631756,BAJA,-17.763177,-63.175684,434.9,434.9,434.9,1161
-177632_-631459,BAJA,-17.763297,-63.145961,430.9,430.9,430.9,1162
-177632_-631594,BAJA,-17.763222,-63.159499,433.5,433.5,433.5,1163
-177632_-631595,BAJA,-17.763261,-63.159531,433.4,433.4,433.4,1164
-177632_-631596,BAJA,-17.763212,-63.159615,433.3,433.3,433.3,1165
-177632_-631598,BAJA,-17.763299,-63.159887,433.2,433.2,433.2,1166
-177632_-631599,BAJA,-17.763215,-63.159999,433.3,433.3,433.3,1167
-177632_-631600,BAJA,-17.763215,-63.160035,433.3,433.3,433.3,1168
-177632_-631804,BAJA,-17.76321,-63.180422,476.3,476.3,476.3,1169
-177633_-631600,BAJA,-17.763322,-63.160079,433.3,433.3,433.3,1170
-177633_-631602,BAJA,-17.763336,-63.16021,433.3,433.3,433.3,1171
-177633_-631620,BAJA,-17.763377,-63.162097,433.7,433.7,433.7,1172
-177633_-631627,BAJA,-17.763379,-63.162752,434.5,434.5,434.5,1173
-177633_-631765,BAJA,-17.763371,-63.176519,433.7,433.7,433.7,1174
-177634_-631475,BAJA,-17.763452,-63.147548,429.9,429.9,429.9,1175
-177634_-631594,BAJA,-17.763487,-63.159434,432.9,432.9,432.9,1176
-177634_-631621,BAJA,-17.763486,-63.162147,433.8,433.8,433.8,1177
-177634_-631756,BAJA,-17.763402,-63.175681,459.1,459.1,459.1,1178
-177634_-631937,BAJA,-17.763493,-63.193789,432.4,432.4,432.4,1179
-177635_-631595,BAJA,-17.763576,-63.159552,433.05,433.0,433.1,1180
-177635_-631617,BAJA,-17.763573,-63.161742,433.8,433.8,433.8,1181
-177635_-631622,BAJA,-17.763562,-63.162262,433.6,433.6,433.6,1182
-177635_-631935,BAJA,-17.7635,-63.193551,432.7,432.7,432.7,1183
-177636_-631601,BAJA,-17.763635,-63.160183,433.4,432.9,434.2,1184
-177636_-631602,BAJA,-17.763625,-63.160226,432.95,432.9,433.0,1185
-177637_-631475,BAJA,-17.763766,-63.147539,429.5,429.5,429.5,1186
-177637_-631594,BAJA,-17.763747,-63.159441,433.0,433.0,433.0,1187
-177637_-631603,BAJA,-17.763794,-63.160382,433.1,433.1,433.1,1188
-177637_-631611,BAJA,-17.763724,-63.161161,433.3,433.3,433.3,1189
-177637_-631617,BAJA,-17.763764,-63.161786,433.2,433.2,433.2,1190
-177637_-631620,BAJA,-17.763726,-63.162098,434.3,434.3,434.3,1191
-177637_-631970,BAJA,-17.763714,-63.197044,435.5,435.5,435.5,1192
-177637_-631974,BAJA,-17.76378,-63.197423,434.5,434.5,434.5,1193
-177638_-631593,BAJA,-17.763847,-63.159376,433.4,433.4,433.4,1194
-177638_-631601,BAJA,-17.763862,-63.160196,432.9,432.9,432.9,1195
-177638_-631602,BAJA,-17.763867,-63.160271,433.0,433.0,433.0,1196
-177638_-631603,BAJA,-17.76383,-63.160309,432.9,432.9,432.9,1197
-177638_-631611,BAJA,-17.763896,-63.161186,433.2,433.2,433.2,1198
-177638_-631613,BAJA,-17.763897,-63.161314,433.3,433.3,433.3,1199
-177638_-631616,BAJA,-17.7638,-63.161624,433.5,433.5,433.5,1200
-177639_-631469,BAJA,-17.76397,-63.146915,429.7,429.7,429.7,1201
-177639_-631478,BAJA,-17.763955,-63.147849,429.9,429.9,429.9,1202
-177639_-631600,BAJA,-17.763927,-63.160054,433.0,432.9,433.1,1203
-177639_-631604,BAJA,-17.763978,-63.160404,432.9,432.9,432.9,1204
-177639_-631606,BAJA,-17.763999,-63.160613,433.3,433.3,433.3,1205
-177639_-631608,BAJA,-17.763951,-63.16083,433.4,433.4,433.4,1206
-177639_-631615,BAJA,-17.7639,-63.161592,433.3,433.3,433.3,1207
-177639_-631945,BAJA,-17.763953,-63.194542,433.2,433.2,433.2,1208
-177640_-631469,BAJA,-17.764024,-63.146914,429.7,429.7,429.7,1209
-177640_-631604,BAJA,-17.764035,-63.160431,435.7,435.7,435.7,1210
-177640_-631613,BAJA,-17.764022,-63.161371,433.2,433.1,433.3,1211
-177641_-631464,BAJA,-17.764166,-63.146435,429.5,429.5,429.5,1212
-177641_-631604,BAJA,-17.764124,-63.160488,433.0,433.0,433.0,1213
-177641_-631958,BAJA,-17.764146,-63.195838,432.8,432.8,432.8,1214
-177642_-631456,BAJA,-17.764239,-63.145615,429.8,429.8,429.8,1215
-177642_-631603,BAJA,-17.764209,-63.160329,433.3,433.3,433.3,1216
-177642_-631606,BAJA,-17.764221,-63.160692,433.2,433.2,433.2,1217
-177642_-631611,BAJA,-17.764217,-63.16116,433.2,433.2,433.2,1218
-177643_-631422,BAJA,-17.764384,-63.142289,429.7,429.7,429.7,1219
-177643_-631476,BAJA,-17.764303,-63.147691,430.1,430.1,430.1,1220
-177643_-631603,BAJA,-17.764365,-63.160382,433.2,433.2,433.2,1221
-177643_-631607,BAJA,-17.764393,-63.16076,433.2,433.2,433.2,1222
-177643_-631810,BAJA,-17.764338,-63.181009,434.3,434.3,434.3,1223
-177644_-631603,BAJA,-17.76447,-63.160352,433.2,433.2,433.2,1224
-177644_-631690,BAJA,-17.764482,-63.169044,433.6,433.6,433.6,1225
-177644_-631952,BAJA,-17.764427,-63.195235,432.8,432.8,432.8,1226
-177645_-631423,BAJA,-17.764569,-63.142391,429.75,429.7,429.8,1227
-177646_-631424,BAJA,-17.764677,-63.142499,429.7,429.7,429.7,1228
-177646_-631454,BAJA,-17.764686,-63.145411,430.0,430.0,430.0,1229
-177646_-631485,BAJA,-17.764695,-63.148538,429.9,429.9,429.9,1230
-177646_-631487,BAJA,-17.764658,-63.148701,431.0,431.0,431.0,1231
-177646_-631493,BAJA,-17.76464,-63.149366,430.6,430.6,430.6,1232
-177646_-631604,BAJA,-17.764688,-63.16046,433.5,433.2,433.8,1233
-177646_-631955,BAJA,-17.764626,-63.195557,434.3,434.3,434.3,1234
-177647_-631489,BAJA,-17.76475,-63.148906,431.5,430.9,431.7,1235
-177647_-631603,BAJA,-17.764758,-63.160371,433.6,433.6,433.6,1236
-177647_-631813,BAJA,-17.764748,-63.181375,437.1,437.1,437.1,1237
-177647_-631989,BAJA,-17.764724,-63.198947,434.1,434.1,434.1,1238
-177648_-631584,BAJA,-17.764875,-63.158499,433.3,433.3,433.3,1239
-177648_-631766,BAJA,-17.764874,-63.176609,437.0,437.0,437.0,1240
-177649_-631491,BAJA,-17.764982,-63.149132,430.1,430.1,430.1,1241
-177649_-632049,BAJA,-17.764962,-63.204917,435.57,435.57,435.57,1242
-177650_-631485,BAJA,-17.765035,-63.148538,430.43,429.9,430.9,1243
-177650_-631584,BAJA,-17.765057,-63.158437,433.4,433.4,433.4,1244
-177650_-631602,BAJA,-17.7651,-63.160234,433.4,433.4,433.4,1245
-177650_-631604,BAJA,-17.765064,-63.160446,433.5,433.5,433.5,1246
-177650_-631607,BAJA,-17.765038,-63.160746,432.9,432.9,432.9,1247
-177650_-631912,BAJA,-17.765002,-63.191219,430.1,430.1,430.1,1248
-177651_-631482,BAJA,-17.765165,-63.148244,430.4,430.4,430.4,1249
-177651_-631496,BAJA,-17.76512,-63.149625,430.6,430.6,430.6,1250
-177653_-631577,BAJA,-17.765369,-63.157742,432.6,432.6,432.6,1251
-177654_-631581,BAJA,-17.765454,-63.158125,433.3,433.3,433.3,1252
-177656_-631616,BAJA,-17.765695,-63.161678,433.3,433.3,433.3,1253
-177657_-631370,BAJA,-17.765766,-63.137012,0.0,0.0,0.0,1254
-177657_-631491,BAJA,-17.765711,-63.149199,430.5,430.5,430.5,1255
-177657_-631937,BAJA,-17.765766,-63.193773,0.0,0.0,0.0,1256
-177658_-631437,BAJA,-17.765849,-63.14378,430.0,430.0,430.0,1257
-177658_-631595,BAJA,-17.765881,-63.159525,433.1,433.1,433.1,1258
-177659_-631592,BAJA,-17.765926,-63.159215,432.7,432.7,432.7,1259
-177659_-631595,BAJA,-17.765957,-63.159526,433.1,433.1,433.1,1260
-177659_-631814,BAJA,-17.765903,-63.181463,437.9,437.9,437.9,1261
-177659_-632006,BAJA,-17.765923,-63.200698,433.1,433.1,433.1,1262
-177661_-631077,BAJA,-17.766196,-63.107739,417.4,417.4,417.4,1263
-177661_-631085,BAJA,-17.766192,-63.108571,416.4,416.4,416.4,1264
-177661_-631486,BAJA,-17.766154,-63.148684,430.4,430.4,430.4,1265
-177661_-631500,BAJA,-17.766194,-63.150082,430.9,430.9,430.9,1266
-177661_-631501,BAJA,-17.766179,-63.150199,431.7,431.7,431.7,1267
-177662_-631092,BAJA,-17.766291,-63.109249,416.4,416.4,416.4,1268
-177662_-631430,BAJA,-17.766262,-63.143016,430.1,430.1,430.1,1269
-177662_-631480,BAJA,-17.766253,-63.148055,430.9,430.9,430.9,1270
-177662_-631503,BAJA,-17.766287,-63.150318,431.7,431.7,431.7,1271
-177662_-631575,BAJA,-17.766258,-63.157542,432.6,432.6,432.6,1272
-177662_-632049,BAJA,-17.766211,-63.204994,435.2,435.2,435.2,1273
-177663_-631092,BAJA,-17.766384,-63.109207,416.7,416.7,416.7,1274
-177664_-631074,BAJA,-17.766415,-63.107424,417.0,417.0,417.0,1275
-177664_-631094,BAJA,-17.766439,-63.109474,416.7,416.7,416.7,1276
-177664_-631109,BAJA,-17.766494,-63.110937,417.7,417.7,417.7,1277
-177664_-631486,BAJA,-17.76645,-63.148632,430.6,430.6,430.6,1278
-177664_-631816,BAJA,-17.766439,-63.181661,439.4,439.4,439.4,1279
-177664_-631909,BAJA,-17.766456,-63.190937,430.7,430.7,430.7,1280
-177665_-631096,BAJA,-17.766518,-63.109607,414.7,414.7,414.7,1281
-177665_-631109,BAJA,-17.766519,-63.110933,417.7,417.7,417.7,1282
-177665_-631110,BAJA,-17.766549,-63.111047,417.7,417.7,417.7,1283
-177665_-631111,BAJA,-17.76655,-63.111116,417.7,417.7,417.7,1284
-177665_-631698,BAJA,-17.766512,-63.169845,434.7,434.7,434.7,1285
-177665_-631773,BAJA,-17.766547,-63.177345,451.9,451.9,451.9,1286
-177665_-631818,BAJA,-17.766541,-63.181803,440.1,440.1,440.1,1287
-177665_-632013,BAJA,-17.76656,-63.201329,435.2,435.2,435.2,1288
-177666_-631088,BAJA,-17.766608,-63.108823,416.7,416.7,416.7,1289
-177666_-631097,BAJA,-17.766617,-63.109778,419.3,419.3,419.3,1290
-177666_-631108,BAJA,-17.766623,-63.110864,417.7,417.7,417.7,1291
-177666_-631110,BAJA,-17.766649,-63.111031,417.7,417.7,417.7,1292
-177666_-631111,BAJA,-17.766649,-63.111161,417.77,417.7,417.9,1293
-177666_-631112,BAJA,-17.766676,-63.111201,417.7,417.7,417.7,1294
-177666_-631113,BAJA,-17.766664,-63.111336,417.83,417.7,418.1,1295
-177666_-631114,BAJA,-17.76668,-63.11148,417.9,417.7,418.1,1296
-177666_-631571,BAJA,-17.766696,-63.157146,433.3,433.3,433.3,1297
-177666_-632046,BAJA,-17.766629,-63.204676,438.42,438.42,438.42,1298
-177667_-631109,BAJA,-17.766706,-63.110996,417.7,417.7,417.7,1299
-177667_-631111,BAJA,-17.766741,-63.111163,417.7,417.7,417.7,1300
-177667_-631113,BAJA,-17.766732,-63.111379,417.7,417.7,417.7,1301
-177667_-631513,BAJA,-17.766786,-63.151316,432.0,432.0,432.0,1302
-177667_-631988,BAJA,-17.766761,-63.198835,433.0,433.0,433.0,1303
-177668_-631111,BAJA,-17.766834,-63.111191,417.7,417.7,417.7,1304
-177668_-631113,BAJA,-17.766866,-63.111314,417.9,417.9,417.9,1305
-177668_-631114,BAJA,-17.766869,-63.111451,418.1,418.1,418.1,1306
-177668_-631438,BAJA,-17.766852,-63.143838,430.1,430.1,430.1,1307
-177668_-631512,BAJA,-17.766801,-63.151256,432.0,432.0,432.0,1308
-177668_-631513,BAJA,-17.766837,-63.15134,432.0,432.0,432.0,1309
-177669_-631113,BAJA,-17.766946,-63.111331,417.7,417.7,417.7,1310
-177669_-631121,BAJA,-17.766987,-63.11216,419.4,419.4,419.4,1311
-177669_-631437,BAJA,-17.766968,-63.143738,430.1,430.1,430.1,1312
-177670_-631109,BAJA,-17.76707,-63.110987,417.7,417.7,417.7,1313
-177670_-631461,BAJA,-17.767044,-63.146185,430.6,430.6,430.6,1314
-177670_-631570,BAJA,-17.767034,-63.157085,433.9,433.9,433.9,1315
-177670_-631991,BAJA,-17.767021,-63.199158,433.1,433.1,433.1,1316
-177671_-631096,BAJA,-17.767148,-63.109666,416.9,416.9,416.9,1317
-177671_-631132,BAJA,-17.767119,-63.113225,419.1,419.1,419.1,1318
-177671_-631514,BAJA,-17.767168,-63.151483,433.7,433.7,433.7,1319
-177671_-631586,BAJA,-17.76719,-63.158696,433.3,433.3,433.3,1320
-177672_-631074,BAJA,-17.767296,-63.10745,414.8,414.8,414.8,1321
-177672_-631132,BAJA,-17.767282,-63.113298,416.4,416.4,416.4,1322
-177672_-631140,BAJA,-17.767295,-63.114072,419.4,419.4,419.4,1323
-177672_-631470,BAJA,-17.767273,-63.147051,430.9,430.9,430.9,1324
-177672_-631505,BAJA,-17.767289,-63.150571,431.9,431.9,431.9,1325
-177672_-631587,BAJA,-17.767212,-63.158716,433.3,433.3,433.3,1326
-177672_-631821,BAJA,-17.767233,-63.182151,437.0,437.0,437.0,1327
-177673_-631133,BAJA,-17.76739,-63.113324,419.3,419.3,419.3,1328
-177673_-631138,BAJA,-17.76731,-63.113864,419.4,419.4,419.4,1329
-177673_-631139,BAJA,-17.767322,-63.11398,419.4,419.4,419.4,1330
-177673_-631141,BAJA,-17.767321,-63.114134,419.4,419.4,419.4,1331
-177673_-631435,BAJA,-17.767338,-63.143598,430.7,430.7,430.7,1332
-177673_-631564,BAJA,-17.767347,-63.156497,433.8,433.8,433.8,1333
-177674_-631094,BAJA,-17.767418,-63.109476,415.3,415.3,415.3,1334
-177674_-631139,BAJA,-17.767402,-63.113938,419.4,419.4,419.4,1335
-177674_-631634,BAJA,-17.767474,-63.163449,434.2,434.2,434.2,1336
-177675_-631111,BAJA,-17.767582,-63.111132,417.6,417.6,417.6,1337
-177675_-631141,BAJA,-17.767504,-63.114119,416.4,416.4,416.4,1338
-177675_-631469,BAJA,-17.767573,-63.146968,434.2,434.2,434.2,1339
-177675_-631566,BAJA,-17.767586,-63.156638,433.9,433.9,433.9,1340
-177675_-631584,BAJA,-17.767517,-63.158478,432.5,432.5,432.5,1341
-177675_-632026,BAJA,-17.767505,-63.202634,433.4,433.4,433.4,1342
-177676_-631096,BAJA,-17.76765,-63.109601,416.9,416.9,416.9,1343
-177676_-631098,BAJA,-17.767661,-63.109875,416.9,416.9,416.9,1344
-177676_-631111,BAJA,-17.767695,-63.111111,417.6,417.6,417.6,1345
-177676_-631430,BAJA,-17.767621,-63.143016,430.1,430.1,430.1,1346
-177676_-631504,BAJA,-17.767672,-63.150486,433.2,433.2,433.2,1347
-177676_-631527,BAJA,-17.76767,-63.15274,432.2,432.2,432.2,1348
-177676_-631653,BAJA,-17.767638,-63.16536,434.5,434.5,434.5,1349
-177676_-631822,BAJA,-17.767676,-63.182202,438.7,438.7,438.7,1350
-177677_-631083,BAJA,-17.76771,-63.108368,414.5,414.5,414.5,1351
-177677_-631092,BAJA,-17.767763,-63.109208,415.25,414.7,415.8,1352
-177678_-631083,BAJA,-17.767847,-63.108351,415.7,415.7,415.7,1353
-177678_-631088,BAJA,-17.767864,-63.108864,414.8,414.8,414.8,1354
-177678_-631094,BAJA,-17.767847,-63.10943,415.7,415.7,415.7,1355
-177678_-631106,BAJA,-17.767858,-63.110624,415.6,415.6,415.6,1356
-177678_-631144,BAJA,-17.767898,-63.114419,419.0,419.0,419.0,1357
-177678_-631152,BAJA,-17.767883,-63.115259,423.7,419.3,432.5,1358
-177678_-631159,BAJA,-17.767808,-63.115965,419.8,419.8,419.8,1359
-177679_-631117,BAJA,-17.767964,-63.111707,417.7,417.7,417.7,1360
-177679_-631150,BAJA,-17.767904,-63.115039,419.1,419.1,419.1,1361
-177679_-631158,BAJA,-17.767928,-63.115823,419.4,419.4,419.4,1362
-177680_-631111,BAJA,-17.768062,-63.111153,417.6,417.6,417.6,1363
-177680_-631154,BAJA,-17.768034,-63.115474,419.4,419.4,419.4,1364
-177680_-631168,BAJA,-17.768093,-63.116887,420.0,420.0,420.0,1365
-177680_-631523,BAJA,-17.768065,-63.152362,432.5,432.5,432.5,1366
-177681_-631080,BAJA,-17.768103,-63.10809,414.7,414.7,414.7,1367
-177681_-631082,BAJA,-17.768161,-63.108209,414.9,414.9,414.9,1368
-177681_-631110,BAJA,-17.768157,-63.111067,417.2,417.2,417.2,1369
-177681_-631161,BAJA,-17.768118,-63.116183,419.4,419.4,419.4,1370
-177681_-631166,BAJA,-17.768154,-63.116668,419.8,419.8,419.8,1371
-177682_-631141,BAJA,-17.768259,-63.114114,419.2,419.2,419.2,1372
-177682_-631478,BAJA,-17.768258,-63.147888,431.3,431.3,431.3,1373
-177682_-632033,BAJA,-17.768281,-63.203322,435.2,435.2,435.2,1374
-177683_-631083,BAJA,-17.768358,-63.108355,415.1,415.1,415.1,1375
-177683_-631109,BAJA,-17.768317,-63.110976,417.1,417.1,417.1,1376
-177683_-631110,BAJA,-17.76835,-63.111075,417.1,417.1,417.1,1377
-177683_-631180,BAJA,-17.768384,-63.118031,420.3,420.3,420.3,1378
-177683_-631642,BAJA,-17.768343,-63.164211,434.7,434.7,434.7,1379
-177683_-631780,BAJA,-17.768302,-63.178063,437.0,437.0,437.0,1380
-177684_-631167,BAJA,-17.768474,-63.11671,419.9,419.9,419.9,1381
-177684_-631181,BAJA,-17.768463,-63.118139,420.3,420.3,420.3,1382
-177684_-631558,BAJA,-17.768448,-63.155873,433.6,433.6,433.6,1383
-177685_-631083,BAJA,-17.768585,-63.108323,415.0,415.0,415.0,1384
-177685_-631174,BAJA,-17.768596,-63.117432,420.2,420.2,420.2,1385
-177685_-631183,BAJA,-17.768554,-63.118321,420.5,420.5,420.5,1386
-177685_-631452,BAJA,-17.768504,-63.145234,432.4,432.4,432.4,1387
-177685_-631901,BAJA,-17.768586,-63.190114,432.5,432.5,432.5,1388
-177686_-631110,BAJA,-17.76869,-63.111061,416.8,416.8,416.8,1389
-177686_-631180,BAJA,-17.768641,-63.118022,420.2,420.2,420.2,1390
-177686_-631188,BAJA,-17.768674,-63.118848,420.9,420.9,420.9,1391
-177686_-631189,BAJA,-17.768681,-63.118912,420.9,420.9,420.9,1392
-177686_-631495,BAJA,-17.768646,-63.149577,432.3,432.3,432.3,1393
-177687_-631110,BAJA,-17.768792,-63.111064,416.8,416.8,416.8,1394
-177687_-631176,BAJA,-17.768793,-63.117698,420.5,420.5,420.5,1395
-177687_-631177,BAJA,-17.768786,-63.117771,420.57,420.5,420.7,1396
-177687_-631180,BAJA,-17.768732,-63.118025,421.22,421.22,421.22,1397
-177687_-631540,BAJA,-17.768785,-63.154015,433.6,433.6,433.6,1398
-177688_-631109,BAJA,-17.768886,-63.11095,417.1,417.1,417.1,1399
-177688_-631177,BAJA,-17.768838,-63.117737,420.52,420.5,420.7,1400
-177688_-631178,BAJA,-17.768815,-63.117834,420.5,420.5,420.5,1401
-177688_-631185,BAJA,-17.768853,-63.11854,420.9,420.9,420.9,1402
-177688_-631187,BAJA,-17.768839,-63.118778,420.9,420.9,420.9,1403
-177688_-631538,BAJA,-17.768865,-63.153856,433.2,433.2,433.2,1404
-177688_-632009,BAJA,-17.768882,-63.200924,433.6,433.6,433.6,1405
-177689_-631102,BAJA,-17.768913,-63.110254,414.22,412.3,414.6,1406
-177689_-631189,BAJA,-17.768921,-63.118926,419.4,419.4,419.4,1407
-177689_-631192,BAJA,-17.768972,-63.119261,421.3,421.3,421.3,1408
-177689_-631708,BAJA,-17.768938,-63.170828,436.9,436.9,436.9,1409
-177689_-631780,BAJA,-17.768984,-63.178059,441.6,441.6,441.6,1410
-177691_-631084,BAJA,-17.769133,-63.108447,414.0,414.0,414.0,1411
-177691_-631199,BAJA,-17.769181,-63.11998,421.5,421.5,421.5,1412
-177691_-631503,BAJA,-17.769192,-63.150381,431.7,431.7,431.7,1413
-177692_-631081,BAJA,-17.76925,-63.108136,414.6,414.6,414.6,1414
-177692_-631082,BAJA,-17.769242,-63.108234,414.6,414.6,414.6,1415
-177692_-631083,BAJA,-17.769241,-63.108343,414.7,414.7,414.7,1416
-177692_-631109,BAJA,-17.769266,-63.110995,417.05,417.0,417.1,1417
-177692_-631544,BAJA,-17.769252,-63.154423,433.8,433.8,433.8,1418
-177692_-631555,BAJA,-17.769207,-63.155554,434.0,434.0,434.0,1419
-177693_-631077,BAJA,-17.769387,-63.107708,412.3,412.3,412.3,1420
-177693_-631078,BAJA,-17.769343,-63.107845,414.6,414.6,414.6,1421
-177693_-631079,BAJA,-17.76936,-63.107951,414.6,412.3,414.6,1422
-177693_-631080,BAJA,-17.769363,-63.108029,414.6,414.6,414.6,1423
-177693_-631081,BAJA,-17.769363,-63.108154,412.54,412.3,414.6,1424
-177693_-631082,BAJA,-17.769358,-63.108237,414.22,412.3,415.0,1425
-177693_-631083,BAJA,-17.769347,-63.108355,413.07,412.3,414.6,1426
-177693_-631084,BAJA,-17.769343,-63.10841,412.3,412.3,412.3,1427
-177693_-631105,BAJA,-17.7694,-63.110584,416.0,416.0,416.0,1428
-177693_-631106,BAJA,-17.769384,-63.110678,416.25,416.0,416.4,1429
-177693_-631107,BAJA,-17.769382,-63.110746,416.25,416.0,416.4,1430
-177693_-631108,BAJA,-17.769378,-63.11084,416.05,416.0,417.1,1431
-177693_-631110,BAJA,-17.769308,-63.111012,417.1,417.1,417.1,1432
-177693_-631542,BAJA,-17.769379,-63.154296,433.7,433.7,433.7,1433
-177693_-631544,BAJA,-17.7693,-63.154429,433.7,433.7,433.7,1434
-177693_-631547,BAJA,-17.769325,-63.154718,433.8,433.8,433.8,1435
-177693_-631548,BAJA,-17.769305,-63.154802,433.2,433.2,433.2,1436
-177693_-631818,BAJA,-17.769327,-63.181822,439.7,439.7,439.7,1437
-177693_-631827,BAJA,-17.769319,-63.182721,438.5,438.5,438.5,1438
-177693_-632013,BAJA,-17.7694,-63.201341,433.4,433.4,433.4,1439
-177694_-631078,BAJA,-17.769408,-63.107803,414.6,414.6,414.6,1440
-177694_-631079,BAJA,-17.769432,-63.107966,414.65,414.6,415.1,1441
-177694_-631080,BAJA,-17.769425,-63.108048,414.6,414.6,414.6,1442
-177694_-631081,BAJA,-17.769435,-63.10815,413.74,408.9,414.6,1443
-177694_-631082,BAJA,-17.769402,-63.108257,415.1,415.1,415.1,1444
-177694_-631105,BAJA,-17.769448,-63.110583,416.2,416.0,416.3,1445
-177694_-631106,BAJA,-17.769416,-63.110666,416.27,416.0,416.4,1446
-177694_-631107,BAJA,-17.769426,-63.110775,416.17,416.0,416.4,1447
-177694_-631108,BAJA,-17.769416,-63.110813,416.09,416.0,416.4,1448
-177694_-631109,BAJA,-17.769412,-63.110965,417.1,417.1,417.1,1449
-177694_-631204,BAJA,-17.769463,-63.12048,421.1,421.1,421.1,1450
-177694_-631554,BAJA,-17.769466,-63.155499,440.2,440.2,440.2,1451
-177694_-631825,BAJA,-17.769424,-63.18253,439.6,439.6,439.6,1452
-177694_-632013,BAJA,-17.769444,-63.201311,433.4,433.4,433.4,1453
-177695_-631078,BAJA,-17.769597,-63.107866,412.3,412.3,412.3,1454
-177695_-631081,BAJA,-17.769533,-63.108143,414.6,414.6,414.6,1455
-177695_-631082,BAJA,-17.769513,-63.108281,415.0,415.0,415.0,1456
-177695_-631108,BAJA,-17.769511,-63.110827,416.05,416.0,416.1,1457
-177695_-631117,BAJA,-17.769559,-63.111756,417.3,417.3,417.3,1458
-177695_-631574,BAJA,-17.769594,-63.157415,433.2,433.2,433.2,1459
-177695_-631657,BAJA,-17.769514,-63.165734,435.0,435.0,435.0,1460
-177695_-631824,BAJA,-17.769532,-63.182445,439.6,439.6,439.6,1461
-177696_-631080,BAJA,-17.769635,-63.108026,414.6,414.6,414.6,1462
-177696_-631209,BAJA,-17.769648,-63.120974,421.5,421.5,421.5,1463
-177697_-631733,BAJA,-17.769746,-63.17335,436.5,436.5,436.5,1464
-177697_-631773,BAJA,-17.769759,-63.177382,437.0,437.0,437.0,1465
-177697_-631824,BAJA,-17.769795,-63.182496,439.4,439.4,439.4,1466
-177697_-632016,BAJA,-17.769795,-63.201674,433.7,433.7,433.7,1467
-177698_-631215,BAJA,-17.769821,-63.121525,421.18,420.85,421.5,1468
-177698_-631512,BAJA,-17.769864,-63.151244,432.1,432.1,432.1,1469
-177698_-631551,BAJA,-17.769892,-63.155144,437.4,437.4,437.4,1470
-177698_-631564,BAJA,-17.769808,-63.156471,433.5,433.5,433.5,1471
-177698_-631787,BAJA,-17.769814,-63.178728,437.0,437.0,437.0,1472
-177698_-631822,BAJA,-17.769893,-63.182269,440.0,439.9,440.1,1473
-177698_-631827,BAJA,-17.769893,-63.182747,439.5,439.5,439.5,1474
-177699_-631216,BAJA,-17.769925,-63.121687,421.7,421.7,421.7,1475
-177699_-631218,BAJA,-17.769986,-63.121862,421.79,421.5,421.8,1476
-177699_-631714,BAJA,-17.769983,-63.171498,436.4,436.4,436.4,1477
-177699_-631820,BAJA,-17.769961,-63.182042,469.3,469.3,469.3,1478
-177699_-631822,BAJA,-17.769957,-63.182217,440.1,440.1,440.1,1479
-177699_-631824,BAJA,-17.769972,-63.182408,440.1,440.1,440.1,1480
-177699_-631826,BAJA,-17.76994,-63.182692,439.2,439.2,439.2,1481
-177700_-631219,BAJA,-17.770079,-63.121909,421.82,421.8,422.63,1482
-177700_-631720,BAJA,-17.770001,-63.172099,435.3,435.3,435.3,1483
-177700_-631783,BAJA,-17.7701,-63.17836,436.7,436.7,436.7,1484
-177701_-631075,BAJA,-17.77015,-63.107528,414.9,414.9,414.9,1485
-177701_-631229,BAJA,-17.770178,-63.122994,422.2,422.2,422.2,1486
-177701_-631430,BAJA,-17.770125,-63.143046,429.7,429.7,429.7,1487
